"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"25-0458-P0001","Collaborations on the combinatorics of pseudointegral polytopes","Valuation bounds for pseudointegral polytopes","Tyrrell Bard McAllister","Mathematics & Statistics","Not Funded","Simons Foundation",,"Mathematics & Statistics","9/1/2025","8/31/2030","New",,"25-0458",2025-01-20 13:08:05,42000,"1/29/2025 12:00:00 AM",,"Basic Research","1/29/2025 06:01:30 AM: Submitted 1/29/2025. >> 6/25/2025 04:10:16 PM: Proposal not funded. PI notified via email 6/25/2025. See attachments.",2025-01-29 06:01:30,,,2025-06-25 16:10:16,"FY2025",,,"FY2025",2025-01-20 13:08:05,"FY2025",9,,147,"January-2025","Engineering","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0460-P0001","Camp Monaco Prize: Advancing Transboundary Conservation, Greater Yellowstone's Global Impact","Bridging Borders: Global Insights, Local Impact in the Greater Yellowstone Ecosystem","Temple Leigh Stoellinger","Haub School of Environment & Natural Resources","Submitted to Sponsor","ADD NEW",,"Haub School of Environment & Natural Resources","9/1/2025","8/31/2028","New",,"25-0460",2025-01-21 09:49:00,100000,"1/31/2025 12:00:00 AM",,"Applied Research","1/28/2025 03:47:14 PM: Updating budget and cost share information >> 1/31/2025 02:45:42 PM: Submitted 01/30/2025 at 3:27pm",2025-01-31 14:45:42,,,,"FY2025",,,,2025-01-21 09:49:00,"FY2025",10,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0461-P0001","Optimizing methods of analyzing trout growth metrics in Wyoming alpine lakes","Trout Growth Metrics in Wyoming Alpine Lakes (WGBGLC)","Annika Walters","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","12/31/2026","New",,"25-0461",2025-01-21 12:06:45,10256,"1/31/2025 12:00:00 AM",,"Applied Research","1/24/2025 01:25:53 PM: update form fields >> 1/31/2025 03:28:34 PM: Submitted to sponsor via email 1/31/2025. Proposal 065.",2025-01-31 15:28:34,,,,"FY2025",,,,2025-01-21 12:06:45,"FY2025",10,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0462-P0001","Exploring impacts of increased glacial sediment on alpine lake limnology and ecology","Alpine lake limnology and ecology (Raynes)","Annika Walters","Wyoming Coop Unit","Funded","Meg and Bert Raynes Wildlife Fund",,"Wyoming Coop Unit","1/1/2025","8/31/2026","New",,"25-0462",2025-01-21 12:46:09,5000,"1/31/2025 12:00:00 AM",,"Applied Research","1/24/2025 01:32:31 PM: Update form feilds >> 1/31/2025 09:47:28 AM: Submitted to sponsor via email 1/31/2025. >> 3/6/2025 10:23:32 AM: Check rec'd.",2025-01-31 09:47:28,,2025-03-06 10:23:32,,"FY2025",,"FY2025",,2025-01-21 12:46:09,"FY2025",10,34,,"January-2025","Agriculture","Q3 FY2025","Q3 FY2025","Non-profit","Others","Funded",0,1,1,5000
"25-0463-P0001","The Interplay of Site Fidelity and Habitat Alteration in the Decline of Loggerhead Shrike Populations","Loggerhead Shrike Populations (Raynes)","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Funded","Meg and Bert Raynes Wildlife Fund",,"Wyoming Coop Unit","1/1/2025","12/31/2026","New",,"25-0463",2025-01-21 13:55:46,4521,"1/31/2025 12:00:00 AM",,"Applied Research","1/23/2025 03:48:20 PM: Updating form fields >> 1/31/2025 02:27:34 PM: Submitted to sponsor via email 1/31/2025. >> 3/5/2025 12:25:04 PM: Check Rec'd.",2025-01-31 14:27:34,,2025-03-05 12:25:04,,"FY2025",,"FY2025",,2025-01-21 13:55:46,"FY2025",10,33,,"January-2025","Agriculture","Q3 FY2025","Q3 FY2025","Non-profit","Others","Funded",0,1,1,4521
"25-0464-P0001","EAGER: A study on the CQC conjecture - An information exclusion relation with applications in quantum information processing","EAGER: A study on the CQC conjecture - An information exclusion relation with applications in quantum information processing","Hasan Iqbal","Electrical Engineering & Computer Science","Funded","National Science Foundation",,"Electrical Engineering & Computer Science","3/1/2025","3/1/2027","New",,"25-0464",2025-01-21 14:10:20,180990,"1/27/2025 12:00:00 AM",,"Basic Research","1/27/2025 07:52:16 AM: edit >> 1/27/2025 01:49:04 PM: edit >> 1/27/2025 01:57:23 PM: Updating form fields
 >> 2/5/2025 03:40:01 PM: Submitted >> 5/28/2025 08:59:22 AM: Research.gov is reflecting that this award has been recommended for funding. >> 6/20/2025 03:01:52 PM: Awarded. Please see 25-0464-A0001",2025-02-05 15:40:01,2025-05-28 08:59:22,2025-06-20 15:01:52,,"FY2025","FY2025","FY2025",,2025-01-21 14:10:20,"FY2025",15,135,,"February-2025","Engineering","Q3 FY2025","Q4 FY2025","Federal","NSF","Funded",0,1,1,180990
"25-0465-P0001","Evaluating the influence of wind energy on pronghorn movement and distribution","Pronghorn Movement (WGBGLC)","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","12/31/2026","New",,"25-0465",2025-01-21 14:38:25,10000,"1/31/2025 12:00:00 AM",,"Applied Research","1/21/2025 04:58:13 PM: update form fields >> 1/31/2025 01:59:51 PM: Submitted to sponsor via email 01/31/2025. Proposal 066.",2025-01-31 13:59:51,,,,"FY2025",,,,2025-01-21 14:38:25,"FY2025",10,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0466-P0001","Learning to Migrate: Tracking Doe-Fawn Pairs on the Wind River Reservation","Wind River Mule Deer (WGBGLC)","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","12/31/2027","New",,"25-0466",2025-01-21 15:25:12,10000,"1/31/2025 12:00:00 AM",,"Applied Research","1/31/2025 09:26:28 AM: Submitted to sponsor via email 1/30/2025. proposal 041.",2025-01-31 09:26:28,,,,"FY2025",,,,2025-01-21 15:25:12,"FY2025",10,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0467-P0001","Jackson Moose Calf Survival and Development of Migration Patterns","Jackson Moose Calf (WGBGLC)","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","3/1/2027","New",,"25-0467",2025-01-21 15:46:03,40000,"1/31/2025 12:00:00 AM",,"Applied Research","1/31/2025 09:42:14 AM: Submitted to sponsor via email 1/30/25. Proposal 043.",2025-01-31 09:42:14,,,,"FY2025",,,,2025-01-21 15:46:03,"FY2025",10,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0468-P0001","Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Masanori Saito","Atmospheric Science","Submitted to Sponsor","National Aeronautics and Space Administration",,"Atmospheric Science","7/26/2025","7/25/2026","New",,"25-0468",2025-01-21 16:18:15,121167,"2/26/2025 12:00:00 AM",,"Basic Research","2/20/2025 10:36:56 AM: edits >> 2/25/2025 09:11:17 AM: Submitted",2025-02-25 09:11:17,,,,"FY2025",,,,2025-01-21 16:18:15,"FY2025",35,,,"February-2025","Engineering","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0469-P0001","Bison Migration Film","Bison Migration Film (WGBGLC)","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","5/1/2026","New",,"25-0469",2025-01-21 16:18:27,17141,"1/31/2025 12:00:00 AM",,"Other Sponsored Activity","1/31/2025 09:32:11 AM: Submitted to sponsor via email 1/30/2025. Proposal 042.",2025-01-31 09:32:11,,,,"FY2025",,,,2025-01-21 16:18:27,"FY2025",10,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0470-P0001","Conserving behavioral performance under physiological challenge: lessons from a facultative hibernator","Conserving behavioral performance under physiological challenge: lessons from a facultative hibernator","Nicole Lara Bedford","Zoology & Physiology","Submitted to Sponsor","National Aeronautics and Space Administration",,"Zoology & Physiology","9/1/2025","8/31/2026","New",,"25-0470",2025-01-21 16:46:49,124981.6,"2/26/2025 12:00:00 AM",,"Basic Research","2/24/2025 10:19:16 AM: Updating form fields >> 2/26/2025 03:04:55 PM: Submitted 24-EPSCoR-R3-0112",2025-02-26 15:04:55,,,,"FY2025",,,,2025-01-21 16:46:49,"FY2025",36,,,"February-2025","Agriculture","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0471-P0001","A Human-Centric Shared Autonomy System for Teleoperated Robotic Manipulation in Space Exploration","A Human-Centric Shared Autonomy System for Teleoperated Robotic Manipulation in Space Exploration","Chao Jiang","Electrical Engineering & Computer Science","Submitted to Sponsor","National Aeronautics and Space Administration",,"Electrical Engineering & Computer Science","9/1/2025","8/31/2026","New",,"25-0471",2025-01-21 16:54:58,124976,"2/26/2025 12:00:00 AM",,"Basic Research","2/19/2025 12:53:52 PM: edits >> 2/25/2025 12:09:14 PM: Submitted",2025-02-25 12:09:14,,,,"FY2025",,,,2025-01-21 16:54:58,"FY2025",35,,,"February-2025","Engineering","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0472-P0001","Transitions in Urban Flash Flooding: A Multi-factor Analysis of Climate Change and Human Impacts on Eight Flood-Prone U.S. Inland Cities (1996-2023)","Transitions in Urban Flash Flooding: A Multi-factor Analysis of Climate Change Impacts in U.S. Inland Cities (1996-2023)","Austin Madson","Wyoming Geographic Information Science Center","Not Funded","National Aeronautics and Space Administration",,"Wyoming Geographic Information Science Center","11/1/2025","10/31/2026","New",,"25-0472",2025-01-21 23:58:18,50000,"2/26/2025 12:00:00 AM",,"Applied Research","2/26/2025 09:49:45 AM: Submitted 24-EARTH24-0318 >> 6/16/2025 04:00:48 PM: Not Funded",2025-02-26 09:49:45,,,2025-06-16 16:00:48,"FY2025",,,"FY2025",2025-01-21 23:58:18,"FY2025",36,,110,"February-2025","Engineering","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0473-P0001","Response rate of benthic algae to water level fluctuations in Jackson Lake, WY.","Response rate of benthic algae to water level fluctuations in Jackson Lake, WY.","Tristan Blechinger","Zoology & Physiology","Funded","Meg and Bert Raynes Wildlife Fund",,"Zoology & Physiology","5/1/2025","1/15/2026","New",,"25-0473",2025-01-22 11:02:58,5000,"1/31/2025 12:00:00 AM",,"Applied Research","1/29/2025 02:31:27 PM: edits >> 1/31/2025 02:13:02 PM: Submitted >> 6/26/2025 10:15:16 AM: Awarded",2025-01-31 14:13:02,,2025-06-26 10:15:16,,"FY2025",,"FY2025",,2025-01-22 11:02:58,"FY2025",9,146,,"January-2025","Agriculture","Q3 FY2025","Q4 FY2025","Non-profit","Others","Funded",0,1,1,5000
"25-0474-P0001","Prioritizing Sagebrush Habitat Elements to Protect Wildlife Diversity in Wyoming","Sagebrush Habitat Elements (WGBGLC)","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","12/31/2025","New",,"25-0474",2025-01-22 11:24:35,17025,"1/31/2025 12:00:00 AM",,"Applied Research","1/31/2025 02:09:51 PM: Submitted to sponsor via email 1/31/25. Proposal 059.",2025-01-31 14:09:51,,,,"FY2025",,,,2025-01-22 11:24:35,"FY2025",9,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0475-P0001","Evaluating the Efficacy of Treatments for Enhancing Moose Habitat","Evaluating the Efficacy of Treatments for Enhancing Moose Habitat","Kevin L. Monteith","Haub School of Environment & Natural Resources","Funded","Wyoming Wildlife and Natural Resource Trust",,"Haub School of Environment & Natural Resources","3/15/2024","3/15/2029","New",,"25-0475",2025-01-22 12:05:44,140000,"11/29/2024 12:00:00 AM",,"Applied Research","1/27/2025 01:20:52 PM: Requested updates from Department >> 1/31/2025 02:43:32 PM: Submitted 01/31/2025 at 2:30pm >> 2/5/2025 11:32:47 AM: Agreement received for review. >> 2/6/2025 04:19:33 PM: FE Award.",2025-01-31 14:43:32,2025-02-05 11:32:47,2025-02-06 16:19:33,,"FY2025","FY2025","FY2025",,2025-01-22 12:05:44,"FY2025",9,6,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025","Q3 FY2025","State","Others","Funded",0,1,1,140000
"25-0476-P0001","Communicating Wildlife Science to Students and Stakeholders","Communicating Wildlife Science to Students and Stakeholders","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","1/1/2024","12/30/2024","New",,"25-0476",2025-01-22 12:26:56,16000,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 01:00:35 PM: Requesting update from Project Team >> 1/31/2025 02:43:04 PM: Submitted 01/31/2025 at 2:30pm",2025-01-31 14:43:04,,,,"FY2025",,,,2025-01-22 12:26:56,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0477-P0001","Role of chronic carriers and population density in bighorn sheep- WGBGLC 2025","Role of Chronic Carriers and Population Density in Bighorn Sheep","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","3/1/2015","12/30/2027","New",,"25-0477",2025-01-22 12:32:55,225000,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 12:39:24 PM: Requesting updates from project team >> 1/31/2025 02:42:35 PM: Submitted on 01/31/2025 at 2:30pm",2025-01-31 14:42:35,,,,"FY2025",,,,2025-01-22 12:32:55,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0478-P0001","Evaluating the Efficacy of Treatments for Enhancing Moose Habitat- WGBGLC 2025","Evaluating the Efficacy of Treatments for Enhancing Moose Habitat- WGBGLC 2025","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","1/1/2024","12/30/2029","New",,"25-0478",2025-01-22 12:50:03,60000,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 12:31:09 PM: Requesting updates from department >> 1/31/2025 02:42:06 PM: Submitted on 01/31/2025 at 2:30pm",2025-01-31 14:42:06,,,,"FY2025",,,,2025-01-22 12:50:03,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0479-P0001","The Wyoming Range Mule Deer Project- WGBGLC 2025","The Wyoming Range Mule Deer Project- WGBGLC 2025","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","1/1/2021","12/30/2028","New",,"25-0479",2025-01-22 13:20:52,15000,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 12:29:56 PM: Update requested from the department >> 1/31/2025 02:41:35 PM: Submitted 01/31/2025 at 2:30pm",2025-01-31 14:41:35,,,,"FY2025",,,,2025-01-22 13:20:52,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0480-P0001","Does the petal fall far from the rose-WGBGLC 2025","Does the petal fall far from the rose- WGBGLC 2025","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","1/1/2021","12/31/2028","New",,"25-0480",2025-01-22 13:29:50,10000,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 12:25:11 PM: Requesting updates from the department. >> 1/31/2025 02:41:05 PM: Submitted 01/31/2025 at 2:30pm
",2025-01-31 14:41:05,,,,"FY2025",,,,2025-01-22 13:29:50,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0481-P0001","Ecology of Male Mule Deer: Movement, Growth, and Survival-WGBGLC 2025","Ecology of Male Mule Deer: Movement, Growth, and Survival-WGBGLC 2025","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","1/1/2020","12/31/2028","New",,"25-0481",2025-01-22 13:37:50,10000,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 12:18:45 PM: Updating form fields
 >> 1/31/2025 02:40:40 PM: Submitted 01/31/2025 at 2:30pm
",2025-01-31 14:40:40,,,,"FY2025",,,,2025-01-22 13:37:50,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0482-P0001","Can weapons provide multiple defenses? Thermal benefits of moose antlers-WGBGLC 2025","Can weapons provide multiple defenses? Thermal benefits of moose antlers-WGBGLC 2025","Kevin L. Monteith","Haub School of Environment & Natural Resources","Submitted to Sponsor","Wyoming Game and Fish Department",,"Haub School of Environment & Natural Resources","1/1/2025","12/30/2027","New",,"25-0482",2025-01-22 13:45:11,17867,"1/31/2025 12:00:00 AM",,"Applied Research","1/27/2025 12:15:02 PM: Requesting updates from the department on proposal and budget. >> 1/31/2025 02:40:18 PM: Submitted 01/31/2025 at 2:30pm
",2025-01-31 14:40:18,,,,"FY2025",,,,2025-01-22 13:45:11,"FY2025",9,,,"January-2025","Haub School of Environment & Natural Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0484-P0001","BII: IIMPACT: Institute for Integrative Mechanisms of Metabolic Plasticity across Cell types and Taxa","BII: IIMPACT: Institute for Integrative Mechanisms of Metabolic Plasticity across Cell types and Taxa","Thomas C. Boothby","Molecular Biology","Submitted to Sponsor","University of California, San Diego","National Science Foundation","Molecular Biology","8/1/2025","7/31/2031","New",,"25-0484",2025-01-23 08:16:58,1500000,"2/18/2025 12:00:00 AM",,"Basic Research","2/17/2025 01:21:01 PM: 2/10/25 Subaward documents sent to UCSD - Email attached",2025-02-17 13:21:01,,,,"FY2025",,,,2025-01-23 08:16:58,"FY2025",26,,,"February-2025","Agriculture","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0485-P0001","Evaluating effects of GPS collars on pronghorn fawns","Evaluating effects of GPS collars on pronghorn fawns","Riley Fehr Bernard","Zoology & Physiology","Submitted to Sponsor","Wyoming Game and Fish Department",,"Zoology & Physiology","5/27/2025","12/31/2027","New",,"25-0485",2025-01-23 09:49:00,39800.45,"1/31/2025 12:00:00 AM",,"Applied Research","1/28/2025 08:17:02 AM: edits >> 1/31/2025 09:34:48 AM: Submitted",2025-01-31 09:34:48,,,,"FY2025",,,,2025-01-23 09:49:00,"FY2025",8,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
