"Award #","Project Title","Award Title","PI","PI Unit","Award Amount","Award Id","Award Notice Received","Increment Amount","Modification Number","Modification Type","Modification Date","Modified By","sponsor type","activity type","Increment_Amount_Obliged","History Action Date Parsed","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Award_Start_Month_Year","College/Division"
"24-0750-A0001","Yermo population genomics and phylogenomics",,"David Tank","Botany",,"42587c27-f846-4d27-bc16-c77f238108c3","9/13/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","   75979.00999999999476131051779",2024-09-13 07:56:07,"Bureau of Land Management/Department of the Interior",,,2024-08-14,"8/14/2029","Botany",75979.01,"24-0750",75979.01,,"Active","9/13/2024 07:56:07 AM",,"'Aug-24","Agriculture"
"24-0751-A0001","Developing Resilient Organic Dryland Wheat Systems in the Face of Climate Change Related Crop Failure",,"Urszula Norton","Plant Sciences",,"934fe653-5069-4c12-b01b-1fbdc1f9054f","10/10/2024",,0,"Original Award",,,"Institutions of Higher Education","Applied Research","  108354.00000000000000000000000",2024-10-02 09:28:37,"Utah State University","National Institute of Food and Agriculture/Department of Agriculture",,2024-09-01,"8/31/2028","Plant Sciences",108354,"24-0751",479692.16,,"Active","10/2/2024 09:28:37 AM",,"'Sep-24","Agriculture"
"24-0758-A0001","Parasites and Bumble Bee Conservation in Northwestern Wyoming",,"Amy Marie Storey","Zoology & Physiology",,"03642ec6-c5db-4058-8b8a-3827bdb93133","6/11/2024",,0,"Original Award",,,"Non-Profit Organizations","Basic Research","    4773.00000000000000000000000",2024-06-11 11:26:23,"Meg and Bert Raynes Wildlife Fund","Meg and Bert Raynes Wildlife Fund",,2024-06-01,"5/31/2025","Wyo Natural Diversity Database",4773,"24-0758",4773,,"Active","6/11/2024 11:26:24 AM",,"'Jun-24","Research & Economic Development"
"24-0760-A0001","Wyoming statewide butterfly surveys to inform the distribution and habitat requirements of species with ESA status",,"Lusha Marguerite Tronstad","Wyo Natural Diversity Database",,"dc38a008-1ba1-4399-bebe-c30a7191bc53","9/9/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   60988.68000000000029103830457",2024-09-11 12:39:29,"Bureau of Land Management/Department of the Interior",,,2024-09-09,"9/8/2029","Wyo Natural Diversity Database",60988.68,"24-0760",60988.68,,"Active","9/11/2024 12:39:29 PM",,"'Sep-24","Research & Economic Development"
"24-0765-A0001","CO2 Corrosion Testing",,"Soheil Saraji","Energy & Petroleum Engineering",,"26e78b44-7e1d-4191-a1b1-95cf0270f1f4",,,0,"Original Award",,,"Industry","Applied Research","       0.00000000000000000000000",2024-01-29 14:30:24,"TSC Drill Pipe","TSC Drill Pipe",,2024-02-01,"4/1/2024","Energy & Petroleum Engineering",0,"24-0765",0,,"In Closeout","1/29/2024 02:30:24 PM",,"'Feb-24","Engineering"
"24-0767-A0002","Colorado-Wyoming Climate Resilience Engine (CO-WY Engine)",,"Bart Geerts","Atmospheric Science",,"8fd405ab-9469-4bff-91a6-79abf4e9e70c",,,0,"Original Award",,,"Industry","Applied Research","  405001.00000000000000000000000",2025-01-31 09:32:25,"Rocky Mountain Innovation Initiative","National Science Foundation",,2024-11-01,"10/31/2025","Atmospheric Science",405001,"24-0767",405001,,"Active","1/31/2025 09:32:26 AM",,"'Nov-24","Engineering"
"24-0767-A0003","Colorado-Wyoming Climate Resilience Engine (CO-WY Engine)",,"Dongliang Duan","Electrical Engineering & Computer Science",,"85e4ffe4-3f32-4a4d-abf8-895fc9626e6b","3/26/2025",,0,"Original Award",,,"Institutions of Higher Education","Basic Research","  119003.00000000000000000000000",2025-02-28 10:01:22,"Colorado School of Mines","National Science Foundation",,2024-11-01,"10/31/2025","Electrical Engineering & Computer Science",119003,"24-0767",119003,,"Active","2/28/2025 10:01:22 AM",,"'Nov-24","Engineering"
"24-0772-A0001","Sweetwater Rocks-WGBGLC 2024",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"c902d5a3-fe48-4aea-90a9-4c31905422d2","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   35000.00000000000000000000000",2024-06-11 13:52:41,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2026","Haub School of Environment & Natural Resources",35000,"24-0772",35000,,"Active","6/11/2024 01:52:42 PM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0781-A0001","Promoting Health Management Skills and Independence Through the Implementation of Living Well in the Community Workshops",,"Canyon Leigh Hardesty","Wyoming Institute for Disabilities WIND",,"ffcafb10-31bf-4e5a-b7ea-e11627221b4a","8/14/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   48795.00000000000000000000000",2024-08-14 11:29:52,"Wyoming Governor's Council on Developmental Disabilities",,,2024-04-22,"9/30/2024","Wyoming Institute for Disabilities WIND",48795,"24-0781",48795,,"In Closeout","8/14/2024 11:29:53 AM",,"'Apr-24","Health Sciences"
"24-0782-A0001","Sublette County Conservation District_ Water Quality",,"Virginia B. Paige","Ecosystem Science & Management",,"fa8f79f7-efe5-47a8-8095-5aeb30dbbdfa","3/28/2024",,0,"Original Award",,,"Other State and Local Governmental Entities","Applied Research","    5400.00000000000000000000000",2024-04-02 18:16:01,"Sublette County Conservation District",,,2024-03-28,"4/30/2027","Ecosystem Science & Management",5400,"24-0782",5400,,"Active","4/2/2024 06:16:01 PM",,"'Mar-24","Agriculture"
"24-0787-A0001","Inclusive Health and Disability Symposium",,"Tai Leigh Baker","Wyoming Institute for Disabilities WIND",,"f7636dd0-76c0-49cb-aa7a-81498f7c97d1",,,0,"Original Award",,,"Other State and Local Governmental Entities","Other Sponsored Activity","   18483.00000000000000000000000",2024-06-13 12:16:12,"Rocky Mountain Public Health Training Center",,,2024-04-29,"6/30/2024","Wyoming Institute for Disabilities WIND",18483,"24-0787",18483,,"In Closeout","6/13/2024 12:16:13 PM",,"'Apr-24","Health Sciences"
"24-0787-A0002","Inclusive Health and Disability Symposium",,"Tai Leigh Baker","Wyoming Institute for Disabilities WIND",,"3333acae-2b0b-4a3d-9856-c889e2121d6a","3/6/2025",,0,"Original Award",,,"Institutions of Higher Education","Basic Research","   18483.00000000000000000000000",2024-08-14 15:23:50,"University of Colorado, Denver","Health Resources and Services Administration/Department of Health and Human Services",,2024-04-29,"6/30/2024","Wyoming Institute for Disabilities WIND",18483,"24-0787",18483,,"Active","8/14/2024 03:23:50 PM",,"'Apr-24","Health Sciences"
"24-0789-A0001","Colorado Elk",,"Matthew Kauffman","Wyoming Coop Unit",,"d0fa556b-2e58-44ae-93f5-9ed13e20a497","5/21/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   15000.00000000000000000000000",2024-07-03 09:11:40,"Rocky Mountain Elk Foundation",,,2024-05-21,"5/21/2026","Wyoming Coop Unit",15000,"24-0789",15000,,"Active","7/3/2024 09:11:40 AM",,"'May-24","Agriculture"
"24-0791-A0001","Collaborative Research: The role of functional traits in population and community synchrony",,"Lauren Glenny Shoemaker","Botany",,"be53a5dd-07fa-403f-9c71-a5b0141e6542","7/24/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  346098.00000000000000000000000",2024-07-24 11:26:44,"National Science Foundation","National Science Foundation",,2024-09-15,"8/31/2027","Botany",346098,"24-0791",346098,,"Active","7/24/2024 11:26:45 AM",,"'Sep-24","Agriculture"
"24-0792-A0001","Seasonal Snow Water Supply Forecast guided by the Climatic Oscillation using the Non-Gaussian Information Metrics for the Inland Basins",,"Noriaki Ohara","Civil & Architectural Engineering & Construction Management",,"2574df2c-2f22-43d3-a167-2c83141320a3","1/3/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","  346078.00000000000000000000000",2024-02-05 12:13:59,"Bureau of Reclamation/Department of the Interior","Bureau of Reclamation/Department of the Interior",,2024-01-03,"9/30/2026","Civil & Architectural Engineering & Construction Management",346078,"24-0792",346078,,"Active","2/5/2024 12:13:59 PM",,"'Jan-24","Engineering"
"24-0794-A0001","Pollinators at Fossil Buttes",,"Lusha Marguerite Tronstad","Wyo Natural Diversity Database",,"335372af-bcbb-4a5b-a386-1dc8ff3473b1","4/2/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","  146365.32000000000698491930962",2024-04-02 11:01:11,"National Park Service/Department of the Interior","National Park Service/Department of the Interior",,2024-04-02,"9/30/2027","Wyo Natural Diversity Database",146365.32,"24-0794",146365.32,,"Active","4/2/2024 11:01:11 AM",,"'Apr-24","Research & Economic Development"
"24-0795-A0001","Cardiac myocyte deletion of hypoxia-inducible factor - 1α exacerbates RV dysfunction in aging mice",,"Emma Rose Mehl","Kinesiology & Health",,"00959e99-4ce4-49fe-adf9-41ba0761f53c","2/15/2024",,0,"Original Award",,,"Non-Profit Organizations","Basic Research","    1000.00000000000000000000000",2024-02-07 20:17:47,"American College of Sports Medicine",,,2024-02-15,"12/31/2024","Kinesiology & Health",1000,"24-0795",1000,,"In Closeout","2/7/2024 08:17:47 PM",,"'Feb-24","Health Sciences"
"24-0799-A0001","Intermountain-West Nuclear Energy Corridor EDA Tech Hub",,"Curtis Nathan Biggs","Industry & Strategic Partnerships Office",,"fb390e08-4c37-4138-a522-bd838143a28d",,,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","       0.01000000000000000020817",2024-04-30 20:14:14,"Idaho Advanced Energy Consortium","Economic Development Administration/Department of Commerce",,2023-11-01,"4/30/2024","Industry & Strategic Partnerships Office",0.01,"24-0799",0,,"In Closeout","4/30/2024 08:14:14 PM",,"'Nov-23","Research & Economic Development"
"24-0801-A0002","Exploring the fit of naloxone distribution and trainings in Black communities",,"Lauren Rose Gilbert","Kinesiology & Health",,"0ee441b1-5f0a-4092-8c13-6bdbde4bdb14","1/21/2025",,0,"Original Award",,,"Institutions of Higher Education","Basic Research","   16482.24000000000160071067512",2025-01-03 14:14:10,"The Regents of the University of California, San Francisco","National Institute on Drug Abuse/National Institutes of Health/Department of Health and Human Services",,2024-07-01,"4/30/2025","Kinesiology & Health",16482.24,"24-0801",16482.24,,"Active","1/3/2025 02:14:10 PM",,"'Jul-24","Health Sciences"
"24-0808-A0001","Red Desert to Hoback Mule Deer Migrations - 10 Country Chapter",,"Matthew Kauffman","Wyoming Coop Unit",,"cce9616a-4dea-455e-9122-c6cef62b0940","8/15/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   13438.00000000000000000000000",2024-08-23 11:38:34,"Muley Fanatic Foundation",,,2024-08-15,"8/15/2026","Wyoming Coop Unit",13438,"24-0808",13438,,"Active","8/23/2024 11:38:34 AM",,"'Aug-24","Agriculture"
"24-0811-A0001","USFS Black Hills Land Snails",,"Lusha Marguerite Tronstad","Wyo Natural Diversity Database",,"bf503ce8-084d-47ab-bc95-d55d05eae5e0","5/13/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","    9523.37999999999919964466244",2024-04-18 08:40:45,"Forest Service/Department of Agriculture","Forest Service/Department of Agriculture",,2023-05-13,"9/1/2025","Wyo Natural Diversity Database",9523.38,"24-0811",9523.38,,"Active","4/18/2024 08:40:46 AM",,"'May-23","Research & Economic Development"
"24-0813-A0001","Economic Analysis of the Sugar Beet Industry",,"Chris Bastian","Agriculture & Applied Economics",,"f6d10b38-1b5d-4fc7-a28d-5058b53c3d33","2/15/2024",,0,"Original Award",,,"Industry","Applied Research","   31490.00000000000000000000000",2024-02-15 15:28:44,"Cowboy Clean Fuels, Inc.",,,2024-02-09,"6/30/2024","COB Centers for Excellence",31490,"24-0813",31490,,"In Closeout","2/15/2024 03:28:44 PM",,"'Feb-24","Business"
"24-0814-A0001","Genetics of Yellowstone Lake Cutthroat Trout",,"Catherine E. Wagner","Botany",,"5cd3231e-832c-4f0b-81db-9a0ed3818874","4/23/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","   34656.00000000000000000000000",2024-04-24 13:00:11,"National Park Service/Department of the Interior",,,2024-05-15,"9/30/2025","Botany",34656,"24-0814",34656,,"Active","4/24/2024 01:00:11 PM",,"'May-24","Agriculture"
"24-0815-A0001","RMEF - 2024 - Colorado Elk Study",,"Joseph Dale Holbrook","Haub School of Environment & Natural Resources",,"52e9a2a2-baa5-4a88-899b-10954a6711e5","5/21/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   22565.00000000000000000000000",2024-06-19 15:04:56,"Rocky Mountain Elk Foundation",,,2024-05-21,"5/21/2026","Haub School of Environment & Natural Resources",22565,"24-0815",22565,,"Active","6/19/2024 03:04:57 PM",,"'May-24","Haub School of Environment & Natural Resources"
"24-0816-A0001","Season Extension Education Workshops Project",,"Jeffrey Michael Edwards","UW Extension",,"7dcb2481-30ff-4734-b1a1-925e38ff69ea","5/10/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Instruction","   47865.00000000000000000000000",2024-04-05 16:41:17,"Wyoming Department of Agriculture",,,2024-04-15,"9/1/2024","UW Extension",47865,"24-0816",47865,,"In Closeout","4/5/2024 04:41:17 PM",,"'Apr-24","Agriculture"
"24-0820-A0001","Red Desert Mule Deer Migration - MDF",,"Matthew Kauffman","Wyoming Coop Unit",,"d5693367-e7bc-4258-aa6f-105b1e966630","8/22/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   20000.00000000000000000000000",2024-08-21 14:42:15,"Mule Deer Foundation",,,2024-07-17,"7/17/2025","Wyoming Coop Unit",20000,"24-0820",20000,,"Active","8/21/2024 02:42:15 PM",,"'Jul-24","Agriculture"
"24-0826-A0001","Wyoming Maternal Mortality Review Committee Abstraction Services",,"Esther H. Gilman-Kehrer","School of Nursing",,"634cd454-eac6-4cb7-ad5a-7a4df121639b","9/16/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Other Sponsored Activity","   60000.00000000000000000000000",2024-05-09 10:50:39,"Wyoming Department of Health","Centers for Disease Control and Prevention/Department of Health and Human Services",,2024-09-30,"9/29/2026","College of Health Sciences Deans Office",60000,"24-0826",60000,,"Active","5/9/2024 10:50:40 AM",,"'Sep-24","Health Sciences"
"24-0831-A0001","The Wyoming Gas Injection Initiative (WGII)",,"Mohammad Piri","Center of Innovation for Flow through Porous Media",,"b5423c43-65bf-4de2-8c8b-2cb4753c8d02","5/15/2025",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","37500000.00000000000000000000000",2025-05-15 14:39:32,"Wyoming State Treasurer",,,2025-06-01,"5/31/2030","Center of Innovation for Flow through Porous Media",37500000,"24-0831",50000000,,"Active","5/15/2025 02:39:33 PM",,"'Jun-25","Research & Economic Development"
"24-0843-A0001","World Languages Day",,"Benedicte Pia Sohier","Modern & Classical Languages",,"6d6b44b1-80b3-424c-ad61-6d421e821d76","2/20/2024",,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","     500.00000000000000000000000",2024-02-26 12:39:23,"Wyoming Humanities Council","National Endowment for the Humanities",,2024-03-01,"3/2/2024","Modern & Classical Languages",500,"24-0843",500,,"In Closeout","2/26/2024 12:39:23 PM",,"'Mar-24","Arts & Sciences"
"24-0847-A0001","Equivant - Statistical Support Projects",,"Timothy J Robinson","Mathematics & Statistics",,"15c879ae-9860-448f-9c2c-bafe8fdc6691","8/9/2024",,0,"Original Award",,,"Industry","Other Sponsored Activity","   29500.00000000000000000000000",2024-08-09 15:20:21,"Equivant Supervision",,,2024-08-15,"5/15/2025","Mathematics & Statistics",29500,"24-0847",29500,,"Active","8/9/2024 03:20:22 PM",,"'Aug-24","Engineering"
"24-0854-A0001","Screening Commercial Dry Bean Cultivars and Experimental Breeding Lines for Performance in the Bighorn Basin under Different Irrigation Practices",,"James J. Heitholt","R&E Center Powell",,"5223e1f7-204a-4b7b-9c98-10a2905463fd","7/8/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    9550.00000000000000000000000",2024-06-10 15:18:58,"Wyoming Bean Commission","Wyoming Department of Agriculture",,2024-06-28,"4/30/2025","Plant Sciences",9550,"24-0854",9550,,"Active","6/10/2024 03:18:58 PM",,"'Jun-24","Agriculture"
"24-0856-A0001","Breeding for High Yield, Early Maturity and Upright Lines Adapted to Wyoming - 2024",,"Donna Karen Harris","Plant Sciences",,"2e3e1461-88b6-41ce-b456-8a268e4e660d","7/8/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   25000.00000000000000000000000",2024-06-10 15:14:30,"Wyoming Bean Commission","Wyoming Department of Agriculture",,2024-06-28,"4/30/2025","Plant Sciences",25000,"24-0856",25000,,"Active","6/10/2024 03:14:31 PM",,"'Jun-24","Agriculture"
"24-0859-A0001","2024 Judicial Performance Assessment (JPA)",,"Brian J. Harnisch","Wyoming Survey & Analysis Center",,"21c70b8b-f241-489b-bc08-69bc613ceea7","3/26/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Other Sponsored Activity","   23120.29000000000087311491370",2024-03-22 16:41:32,"Wyoming State Bar",,,2024-03-26,"11/30/2024","Wyoming Survey & Analysis Center",23120.29,"24-0859",23120,,"In Closeout","3/22/2024 04:41:33 PM",,"'Mar-24","Research & Economic Development"
"24-0862-A0001","Community Health Needs Assessment (CHNA) | Albany Care Team - Tablets",,"Joshua Wesley Holland","University Police",,"47b81801-9e9a-408e-9beb-5bbfb48a5323",,,0,"Original Award",,,"Industry","Other Sponsored Activity","     304.95999999999997953636921",2024-03-12 09:46:54,"Ivinson Memorial Hospital",,,2024-02-01,"6/30/2024","University Police",304.96,"24-0862",304.96,,"In Closeout","3/12/2024 09:46:55 AM",,"'Feb-24","Campus Operations"
"24-0862-A0002","Community Health Needs Assessment (CHNA) | Albany Care Team - Tablets",,"Joshua Wesley Holland","University Police",,"93251784-b7c4-4012-99ea-13c3f7d27e4d","1/24/2024",,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","     304.95999999999997953636921",2024-03-12 16:03:50,"Ivinson Memorial Hospital",,,2024-02-01,"6/30/2024","University Police",304.96,"24-0862",304.96,,"Closed","3/12/2024 04:03:50 PM",,"'Feb-24","Campus Operations"
